"game_id","team","def_int","def_int_td","sacks","fumbles_rec","fumbles_rec_td","blocked_kick","safety","def_two_point_conv","total_ret_td","Team_abbrev","Opponent_abbrev","Opponent_score","points_allowed_0","points_allowed_1_6","points_allowed_7_13","points_allowed_14_20","points_allowed_21_27","points_allowed_28_34","points_allowed_35","Total_DKP","Total_FDP","vis_team","home_team","vis_score","home_score","OT","Roof","Surface","Temperature","Humidity","Wind_Speed","Vegas_Line","Vegas_Favorite","Over_Under","game_date"
"202210300dal","DAL",0,0,4,1,1,0,0,0,0,"DAL","CHI",29,0,0,0,0,0,1,0,11,11,"CHI","DAL",29,49,"False","retractable roof (open)","matrixturf",72,45,0,-10,"DAL",42.5,2022-10-30
"202210300det","DET",0,0,2,1,0,0,0,0,0,"DET","MIA",31,0,0,0,0,0,1,0,3,3,"MIA","DET",31,27,"False","dome","fieldturf ",72,45,0,-3.5,"MIA",51.5,2022-10-30
"202210300det","MIA",0,0,1,0,0,0,0,0,0,"MIA","DET",27,0,0,0,0,1,0,0,1,1,"MIA","DET",31,27,"False","dome","fieldturf ",72,45,0,-3.5,"MIA",51.5,2022-10-30
"202210300htx","HOU",1,0,3,1,0,0,0,0,0,"HOU","TEN",17,0,0,0,1,0,0,0,8,8,"TEN","HOU",17,10,"False","retractable roof (closed)","astroturf",72,45,0,-3.5,"TEN",39,2022-10-30
"202210300htx","TEN",1,0,3,0,0,0,0,0,0,"TEN","HOU",10,0,0,1,0,0,0,0,9,9,"TEN","HOU",17,10,"False","retractable roof (closed)","astroturf",72,45,0,-3.5,"TEN",39,2022-10-30
"202210300jax","DEN",2,0,2,0,0,0,0,0,0,"DEN","JAX",17,0,0,0,1,0,0,0,7,7,"DEN","JAX",21,17,"False","outdoors","grass",72,45,0,-2,"JAX",40.5,2022-10-30
"202210300jax","JAX",1,0,3,0,0,0,0,0,0,"JAX","DEN",21,0,0,0,0,1,0,0,5,5,"DEN","JAX",21,17,"False","outdoors","grass",72,45,0,-2,"JAX",40.5,2022-10-30
"202210300min","ARI",0,0,3,1,0,1,0,0,0,"ARI","MIN",34,0,0,0,0,0,1,0,6,6,"ARI","MIN",26,34,"False","dome","sportturf",72,45,0,-3.5,"MIN",48.5,2022-10-30
"202210300min","MIN",2,0,4,1,0,0,0,0,0,"MIN","ARI",26,0,0,0,0,1,0,0,10,10,"ARI","MIN",26,34,"False","dome","sportturf",72,45,0,-3.5,"MIN",48.5,2022-10-30
"202210300nor","LVR",0,0,0,0,0,0,0,0,0,"LVR","NOR",24,0,0,0,0,1,0,0,0,0,"LVR","NOR",0,24,"False","dome","sportturf",72,45,0,-1.5,"LVR",49.5,2022-10-30
"202210300nor","NOR",1,0,4,0,0,0,0,0,0,"NOR","LVR",0,1,0,0,0,0,0,0,16,16,"LVR","NOR",0,24,"False","dome","sportturf",72,45,0,-1.5,"LVR",49.5,2022-10-30
"202210300nyj","NWE",3,0,2,0,0,0,0,0,0,"NWE","NYJ",17,0,0,0,1,0,0,0,9,9,"NWE","NYJ",22,17,"False","outdoors","fieldturf ",57,39,2,-2.5,"NWE",40,2022-10-30
"202210300nyj","NYJ",1,0,6,0,0,0,0,0,0,"NYJ","NWE",22,0,0,0,0,1,0,0,8,8,"NWE","NYJ",22,17,"False","outdoors","fieldturf ",57,39,2,-2.5,"NWE",40,2022-10-30
"202210300phi","PHI",1,0,6,1,0,0,0,0,0,"PHI","PIT",13,0,0,1,0,0,0,0,14,14,"PIT","PHI",13,35,"False","outdoors","grass ",60,47,2,-10.5,"PHI",43,2022-10-30
"202210300phi","PIT",0,0,3,0,0,0,0,0,0,"PIT","PHI",35,0,0,0,0,0,0,1,-1,-1,"PIT","PHI",13,35,"False","outdoors","grass ",60,47,2,-10.5,"PHI",43,2022-10-30
"202210300ram","LAR",0,0,3,0,0,0,0,0,0,"LAR","SFO",31,0,0,0,0,0,1,0,2,2,"SFO","LAR",31,14,"False","dome","matrixturf",72,45,0,-2.5,"LAR",42,2022-10-30
"202210300ram","SFO",0,0,2,0,0,0,0,0,0,"SFO","LAR",14,0,0,0,1,0,0,0,3,3,"SFO","LAR",31,14,"False","dome","matrixturf",72,45,0,-2.5,"LAR",42,2022-10-30
"202210300sea","NYG",0,0,3,1,0,0,0,0,0,"NYG","SEA",27,0,0,0,0,1,0,0,5,5,"NYG","SEA",13,27,"False","outdoors","fieldturf ",54,83,8,-3,"SEA",44.5,2022-10-30
"202210300sea","SEA",0,0,5,0,0,0,0,0,0,"SEA","NYG",13,0,0,1,0,0,0,0,9,9,"NYG","SEA",13,27,"False","outdoors","fieldturf ",54,83,8,-3,"SEA",44.5,2022-10-30
"202210310cle","CIN",1,0,2,1,0,1,0,0,0,"CIN","CLE",32,0,0,0,0,0,1,0,7,7,"CIN","CLE",13,32,"False","outdoors","grass ",66,68,9,-3,"CIN",45,2022-10-31
"202210310cle","CLE",1,0,5,1,0,0,0,0,0,"CLE","CIN",13,0,0,1,0,0,0,0,13,13,"CIN","CLE",13,32,"False","outdoors","grass ",66,68,9,-3,"CIN",45,2022-10-31
